Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51
1930	6	6	6	6	6	6	4	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	2	12	15	77	2	2	4	4	2	2	26	16	4	21	19	77	2	2	26	26	24	96	24	24	4	15	15	15	15	15	2	43	2	2	2	2	37	37	37	37	37	37	4	4	3	3	4	16	4	4	4	4	15	37	15	15	4	15	2	15	6	24	6	6	6	6	6	6
1940	6	6	6	6	6	6	16	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	2	77	2	2	2	4	2	2	4	16	4	21	57	77	6	2	4	4	6	57	6	6	2	2	2	2	2	2	2	37	2	2	2	2	37	37	37	37	37	37	4	4	3	3	16	16	4	16	4	4	87	37	87	87	53	87	6	53	6	6	6	6	6	6	6	6
1950	6	6	6	6	6	6	4	4	3	3	16	3	4	4	87	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	2	12	43	77	2	2	2	4	2	2	4	16	4	21	87	77	2	2	4	4	56	87	6	56	2	2	2	43	2	2	2	12	2	2	2	2	2	2	2	2	2	2	87	87	16	16	4	16	87	87	87	87	56	87	56	56	56	56	6	56	6	6	6	6	6	6	6	6
1960	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	37	77	2	2	4	4	2	2	37	16	4	21	2	77	2	2	37	37	37	37	24	37	15	15	2	37	15	15	2	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	2	15	6	24	6	6	6	6	6	6
1970	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	43	12	12	77	2	2	4	4	19	2	47	16	4	21	2	77	2	2	16	47	2	37	2	2	2	46	2	12	2	2	2	43	2	2	2	2	2	37	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	24	2	6	24	6	6	6	6	6	6
1980	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	43	12	53	77	2	2	2	4	2	2	16	16	4	21	25	77	6	2	3	16	6	25	6	6	2	2	87	53	53	87	2	43	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	12	37	2	12	2	2	2	2	6	53	6	6	6	6	6	6	6	6
1990	6	6	6	6	6	6	4	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	15	2	4	16	4	21	56	77	2	2	4	4	87	56	6	87	2	15	2	2	2	2	2	2	2	2	2	2	37	37	37	37	37	37	4	4	3	3	4	16	4	4	4	4	87	37	87	87	87	87	6	87	6	6	6	6	6	6	6	6
2000	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	24	2	12	77	3	12	77	77	2	2	4	4	4	2	4	16	4	21	77	77	2	2	4	4	87	77	24	87	4	4	77	77	2	77	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	24	24	24	24	2	24	6	24	6	6	6	6	6	6
2010	6	6	6	6	6	6	21	4	20	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	3	12	2	77	2	2	4	4	2	2	4	16	4	21	46	77	2	2	4	4	2	46	6	2	2	15	2	2	2	2	2	12	2	2	2	2	15	15	15	15	4	15	37	37	5	20	5	21	77	77	37	77	2	37	2	2	2	2	2	2	6	24	6	6	6	6	6	6
2020	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	3	12	2	77	2	2	2	4	2	2	4	16	4	21	37	77	2	2	4	4	56	37	6	56	2	2	2	2	2	2	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	37	37	53	37	53	53	6	53	6	6	6	6	6	6	6	6
2030	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	77	77	2	2	2	4	2	2	16	16	4	21	87	77	2	2	6	16	24	87	6	24	2	2	77	77	2	77	3	77	2	2	2	2	37	37	37	37	37	37	37	37	3	3	3	3	37	37	2	37	87	37	53	87	53	53	6	53	6	6	6	6	6	6	6	6
2040	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	12	12	37	77	2	2	4	4	15	2	3	16	3	21	67	77	2	2	3	3	24	67	6	24	2	15	2	37	2	2	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	6	2	6	6	6	6	6	6	6	6
2050	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	15	77	2	2	6	4	2	2	16	16	4	21	4	77	6	2	16	16	6	16	6	6	24	24	2	15	24	24	2	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	15	37	2	15	2	2	2	2	6	24	6	6	6	6	6	6	6	6
2060	6	6	6	6	6	6	4	4	3	3	3	3	4	4	15	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	87	77	2	12	2	77	2	2	26	4	2	2	4	16	4	21	56	77	2	2	4	4	24	56	6	24	56	56	2	2	6	56	6	87	2	2	2	2	37	37	37	37	87	37	4	15	3	3	16	16	4	16	4	4	87	87	6	87	6	6	6	6	6	6	6	6	6	6	6	6
2070	6	6	6	6	6	6	4	4	16	3	3	3	4	4	87	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	20	77	3	12	2	77	2	2	37	4	2	2	4	16	4	21	37	77	2	2	4	4	56	37	6	56	2	37	2	2	2	2	3	20	2	2	2	2	2	2	2	2	2	2	87	87	16	16	3	16	87	87	87	87	87	87	87	87	87	87	25	87	6	25	6	6	6	6	6	6
2080	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	3	12	46	77	2	2	4	4	2	2	4	16	4	21	37	77	2	2	4	4	15	37	24	15	2	15	15	46	2	15	12	77	2	2	2	2	2	12	2	2	2	2	37	37	3	3	3	16	37	37	15	37	2	15	2	2	12	12	2	12	6	24	6	6	6	6	6	6
2090	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	47	77	3	12	77	77	2	2	2	4	2	2	4	16	4	21	15	77	2	2	4	4	15	15	2	15	2	2	2	77	2	2	3	47	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	87	37	53	87	53	53	53	53	6	53	6	6	6	6	6	6
2100	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	15	77	2	2	96	4	2	2	4	16	4	21	47	77	2	2	4	4	12	47	2	12	96	96	2	15	96	96	4	37	2	2	2	2	2	15	2	2	2	2	77	37	3	3	3	3	77	77	77	77	46	77	21	46	4	21	56	96	6	56	6	6	6	6	6	6
2110	6	6	6	6	6	6	16	4	3	3	3	3	4	4	87	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	19	77	2	12	46	77	2	2	4	4	4	2	16	16	4	21	57	77	2	2	3	16	6	57	6	24	4	4	56	46	56	56	2	19	2	2	2	2	2	2	2	2	2	2	87	87	3	3	3	16	87	87	87	87	2	87	2	2	2	2	6	56	6	6	6	6	6	6	6	6
2120	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	2	4	2	2	16	16	4	21	43	77	2	2	3	16	53	43	24	53	2	2	2	2	2	2	2	2	2	2	2	2	12	12	12	12	2	12	37	37	3	3	3	3	37	37	77	37	2	77	2	2	2	2	2	2	6	24	6	6	6	6	6	6
2130	6	6	6	6	6	6	3	4	3	3	3	3	4	4	87	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	15	77	2	2	4	4	15	2	16	16	4	21	12	77	2	2	3	16	2	12	2	2	15	15	2	15	2	15	2	77	2	2	2	2	2	2	2	2	2	2	87	87	3	3	3	3	87	87	87	87	87	87	87	87	87	87	24	87	6	24	6	6	6	6	6	6
2140	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	19	19	2	2	2	2	77	77	3	12	77	77	2	2	4	4	2	2	4	16	4	21	56	77	2	2	4	4	56	56	24	56	4	15	77	77	15	77	2	77	2	2	2	19	2	12	2	2	2	2	15	37	3	3	4	16	15	15	15	15	2	15	2	2	2	2	2	15	6	24	6	6	6	6	6	6
2150	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	3	12	43	77	2	2	4	4	2	2	4	16	4	21	37	77	2	2	4	4	53	37	24	53	2	15	12	43	2	12	2	43	2	2	2	2	2	37	2	2	2	2	37	37	3	3	3	16	37	37	2	37	2	2	2	2	2	2	2	2	6	24	6	6	6	6	6	6
2160	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	3	37	2	2	2	2	2	2	19	19	2	2	2	2	43	77	3	12	2	77	2	2	2	4	2	2	26	16	4	21	12	77	2	2	26	26	24	87	24	24	2	2	2	2	2	2	2	43	2	2	19	19	2	12	2	19	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	2	2	6	24	6	6	6	6	6	6
2170	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	37	77	2	2	15	4	2	2	4	16	4	21	15	77	2	2	4	4	2	15	2	2	2	15	12	37	3	12	3	77	2	2	2	2	12	37	12	12	12	12	3	37	3	3	16	16	16	16	3	16	12	12	12	12	12	12	24	12	6	24	6	6	6	6	6	6
2180	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	6	2	87	77	3	12	46	77	2	2	4	4	2	2	4	16	4	21	87	77	2	2	4	4	24	87	6	24	24	15	6	46	6	24	6	87	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	6	37	6	6	6	6	6	6	6	6	6	6	6	6	6	6
2190	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	3	12	37	77	2	2	2	4	2	2	4	16	4	21	87	77	2	2	4	4	87	87	6	87	2	2	87	37	87	87	2	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	6	87	6	6	6	6	6	6	6	6
2200	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	3	77	12	12	2	77	2	2	4	4	2	2	4	16	21	21	77	77	2	2	4	21	37	77	2	37	2	15	2	2	2	2	2	12	2	2	2	19	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	12	37	12	12	24	12	24	24	6	24	6	6	6	6	6	6
2210	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	47	77	3	12	2	77	2	2	4	4	15	2	4	16	4	21	37	77	2	2	4	4	53	37	6	53	2	15	2	2	2	2	4	47	2	2	2	2	37	37	12	37	2	12	37	37	16	3	3	16	37	37	37	37	56	37	56	56	24	56	6	24	6	6	6	6	6	6	6	6
2220	6	6	6	6	6	6	4	4	16	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	3	12	12	77	2	2	2	4	2	2	16	16	4	21	77	77	2	2	4	16	77	77	2	77	2	2	2	12	2	2	2	37	2	2	2	2	37	37	37	37	37	37	4	4	4	16	4	4	4	4	4	4	24	37	24	24	24	24	24	24	6	24	6	6	6	6	6	6
2230	6	6	6	6	6	6	16	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	3	12	12	77	2	2	2	4	24	2	16	16	4	21	37	77	2	2	3	16	15	37	6	15	24	24	2	12	24	24	2	77	2	2	2	2	77	37	77	77	37	77	4	4	3	3	16	16	16	16	3	16	2	37	2	2	2	2	6	24	6	6	6	6	6	6	6	6
2240	6	6	6	6	6	6	4	4	16	3	3	3	4	4	15	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	2	4	2	2	4	16	4	21	15	77	2	2	4	4	24	15	6	24	2	2	2	2	2	2	2	77	2	2	2	2	12	12	12	12	2	12	15	15	16	16	4	16	15	15	15	15	2	15	2	2	2	2	24	2	6	24	6	6	6	6	6	6
2250	6	6	6	6	6	6	4	4	3	3	16	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	77	77	2	2	15	4	2	2	4	16	4	21	37	77	2	2	4	4	37	37	2	37	2	15	15	77	2	15	2	77	2	2	2	2	2	12	2	2	2	2	37	37	4	16	4	4	37	37	37	37	53	37	53	53	53	53	53	53	6	53	6	6	6	6	6	6
2260	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	37	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	37	77	2	37	2	15	2	37	2	2	56	15	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	2	37	2	2	56	56	56	56	6	56	6	6	6	6	6	6
2270	6	6	6	6	6	6	4	4	3	3	3	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	6	2	4	16	4	21	46	77	6	2	4	4	2	46	6	24	6	26	2	2	6	24	2	2	2	2	2	2	2	37	2	2	2	2	4	4	3	3	16	16	16	16	16	16	2	37	2	2	2	2	6	24	6	6	6	6	6	6	6	6
2280	6	6	6	6	6	6	16	4	3	3	3	3	4	4	87	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	19	77	2	2	19	4	2	2	16	16	4	21	3	77	2	2	3	16	2	3	6	2	15	19	2	19	2	15	2	77	2	2	2	2	15	37	2	15	2	2	87	87	3	3	3	16	87	87	87	87	53	87	80	53	80	80	6	80	6	6	6	6	6	6	6	6
2290	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	19	19	2	2	2	2	15	77	2	12	37	77	2	2	2	4	2	2	4	16	4	21	37	77	2	2	4	4	12	37	53	12	2	2	37	37	2	37	2	15	2	2	2	19	2	12	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	2	2	6	53	6	6	6	6	6	6
2300	6	6	6	6	6	6	4	4	4	3	16	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	43	77	2	2	4	4	15	2	4	16	4	21	77	77	2	2	4	4	77	77	2	77	2	15	43	43	2	43	37	77	2	2	2	2	2	2	2	2	2	2	37	37	16	16	3	16	37	37	37	37	2	37	2	2	37	37	24	37	6	24	6	6	6	6	6	6
2310	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	3	12	43	77	2	2	2	4	2	2	4	16	4	21	77	77	2	2	4	4	15	77	2	15	2	2	2	43	2	2	24	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	2	37	2	2	24	24	24	24	6	24	6	6	6	6	6	6
2320	6	6	6	6	6	6	4	4	16	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	3	12	37	77	2	2	2	4	2	2	4	16	46	21	4	77	2	2	46	46	24	46	6	24	2	2	87	37	53	87	2	77	2	2	2	2	37	37	37	37	37	37	16	37	16	16	3	16	16	16	3	16	2	37	2	2	2	2	6	53	6	6	6	6	6	6	6	6
2330	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	15	77	2	2	4	4	24	2	4	16	26	21	2	77	2	2	6	26	6	24	6	24	56	56	2	15	56	56	12	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	2	37	2	2	2	12	6	56	6	6	6	6	6	6	6	6
2340	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	19	19	2	2	2	2	37	77	2	12	46	77	2	2	4	4	2	2	4	16	4	21	46	77	24	2	4	4	2	46	24	24	15	15	2	46	15	15	2	37	2	2	19	19	2	12	19	19	2	19	37	37	3	3	3	16	37	37	15	37	15	15	15	15	2	15	2	15	6	24	6	6	6	6	6	6
2350	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	5	77	2	12	2	77	2	2	4	4	56	2	87	16	4	21	4	77	2	2	87	87	53	87	6	53	56	56	2	2	87	56	2	19	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	15	37	2	15	2	2	6	87	6	6	6	6	6	6	6	6
2360	6	6	6	6	6	6	4	4	3	3	16	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	47	77	3	12	2	77	2	2	2	4	2	2	4	16	4	21	87	77	2	2	4	4	37	87	2	37	2	2	2	2	2	2	3	47	2	2	19	19	2	2	19	19	2	19	37	37	16	16	4	16	37	37	37	37	12	37	12	12	2	12	6	2	6	24	6	6	6	6	6	6
2370	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	46	77	2	2	56	4	2	2	4	16	4	21	37	77	2	2	4	4	37	37	2	37	56	56	2	46	56	56	2	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	15	37	15	15	2	15	2	2	2	2	56	56	6	56	6	6	6	6	6	6
2380	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	2	4	2	2	4	16	4	21	56	77	2	2	4	4	56	56	6	56	2	2	2	2	2	2	2	77	2	2	2	2	37	37	15	37	15	15	4	37	3	3	4	16	4	4	4	4	2	15	2	2	2	2	2	2	6	24	6	6	6	6	6	6
2390	6	6	6	6	6	6	4	4	3	3	16	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	77	77	2	12	77	77	2	2	4	4	4	2	37	16	4	21	4	77	2	2	37	37	53	37	6	53	4	4	47	77	3	47	37	77	2	2	2	19	2	2	2	2	2	2	37	37	16	16	3	16	37	37	37	37	2	37	2	2	87	37	6	87	6	6	6	6	6	6	6	6
2400	6	6	6	6	6	6	4	4	3	3	16	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	12	12	2	77	2	2	2	4	2	2	16	16	4	21	4	77	6	2	26	16	6	26	6	6	2	2	2	2	2	2	2	12	2	2	2	2	2	37	2	2	2	2	37	37	16	16	4	16	37	37	37	37	24	37	24	24	24	24	6	24	6	6	6	6	6	6	6	6
2410	6	6	6	6	6	6	4	4	16	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	2	12	37	77	2	2	2	4	2	2	87	16	4	21	2	77	2	2	87	87	53	87	6	53	2	2	15	37	2	15	2	12	2	2	2	2	2	2	2	2	2	2	37	37	16	16	4	16	37	37	37	37	24	37	24	24	24	24	6	24	6	6	6	6	6	6	6	6
2420	6	6	6	6	6	6	4	4	16	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	2	77	12	12	77	77	2	2	4	4	2	2	4	16	21	21	77	77	2	2	4	21	37	77	24	37	2	15	37	77	15	37	2	12	2	2	19	19	2	2	19	19	2	19	37	37	4	16	4	4	37	37	15	37	2	15	2	2	2	2	2	15	6	24	6	6	6	6	6	6
2430	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	2	12	77	77	2	2	2	4	2	2	3	16	16	21	3	77	12	2	16	16	3	16	2	12	2	2	77	77	3	77	2	43	2	2	2	2	77	37	37	77	37	37	16	37	3	3	3	3	16	16	3	16	53	37	53	53	53	53	24	53	6	24	6	6	6	6	6	6
2440	6	6	6	6	6	6	4	4	16	3	3	3	4	4	15	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	43	77	2	2	4	4	15	2	4	16	4	21	37	77	2	2	4	4	87	37	6	87	15	15	2	43	2	15	2	2	2	2	2	2	37	37	37	37	15	37	4	15	4	16	4	4	4	4	4	4	2	15	2	2	2	2	6	2	6	6	6	6	6	6	6	6
2450	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	5	12	37	77	2	2	2	4	2	2	4	16	47	21	3	77	87	2	47	47	3	47	6	87	15	2	4	37	2	15	2	43	2	2	2	2	15	37	2	15	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	6	2	6	6	6	6	6	6	6	6
2460	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	2	12	37	77	2	2	4	4	2	2	4	16	4	21	26	77	2	2	4	4	6	26	6	24	15	15	6	37	56	56	2	15	2	2	2	2	2	2	2	2	2	2	15	37	3	3	4	16	15	15	15	15	2	15	2	2	2	2	6	56	6	6	6	6	6	6	6	6
2470	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	16	77	6	2	4	4	3	16	6	25	2	15	2	2	2	2	25	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	15	37	15	15	87	87	6	87	6	6	6	6	6	6	6	6
2480	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	2	12	37	77	2	2	2	4	2	2	4	16	4	21	15	77	6	2	4	4	6	15	6	6	2	2	15	37	2	15	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	12	37	2	12	2	2	24	2	6	24	6	6	6	6	6	6	6	6
2490	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	2	12	37	77	2	2	2	4	2	2	4	16	21	21	15	77	2	2	4	21	15	15	57	15	2	2	15	37	2	15	2	43	2	2	2	2	15	37	15	15	2	15	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	3	2	6	57	6	6	6	6	6	6
2500	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	2	12	37	77	2	2	4	4	15	2	3	16	3	21	87	77	2	2	3	3	56	87	6	56	2	15	53	37	53	53	2	12	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	6	53	6	6	6	6	6	6	6	6
2510	6	6	6	6	6	6	4	4	16	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	4	4	15	2	16	16	4	21	87	77	2	2	3	16	24	87	6	24	24	15	2	2	6	24	24	77	2	2	2	2	2	15	2	2	2	2	37	37	16	16	3	16	37	37	37	37	2	37	2	2	24	24	6	24	6	6	6	6	6	6	6	6
2520	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	37	77	2	2	4	4	2	2	16	16	4	21	12	77	2	2	3	16	24	12	24	24	2	15	2	37	2	2	2	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	15	37	2	15	2	2	2	2	2	2	6	24	6	6	6	6	6	6
2530	6	6	6	6	6	6	4	4	3	3	16	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	2	4	2	2	16	16	4	21	12	77	2	2	3	16	2	12	24	2	2	2	2	2	12	2	2	77	2	2	2	2	2	2	2	2	2	2	37	37	16	16	3	16	37	37	37	37	12	37	12	12	2	12	2	12	6	24	6	6	6	6	6	6
2540	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	46	77	2	12	77	77	2	2	2	4	2	2	4	16	21	21	77	77	2	2	4	21	37	77	2	37	2	2	77	77	43	77	15	46	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	16	37	37	37	37	12	37	2	12	2	15	6	43	6	24	6	6	6	6	6	6
2550	6	6	6	6	6	6	4	4	3	3	16	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	19	19	2	2	2	2	77	77	3	12	12	77	2	2	50	4	2	2	57	16	4	21	4	77	6	2	57	57	6	57	6	6	50	50	2	12	24	50	12	77	2	2	2	19	12	37	12	12	12	12	4	4	16	16	16	16	16	16	3	16	2	12	2	2	2	12	6	24	6	6	6	6	6	6	6	6
2560	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	37	77	2	2	4	4	56	37	6	56	56	15	2	2	56	56	2	2	2	2	2	2	2	12	2	2	2	2	37	37	3	3	4	16	37	37	12	37	2	12	2	2	2	2	6	56	6	6	6	6	6	6	6	6
2570	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	15	2	16	16	4	21	56	77	2	2	4	16	56	56	6	56	56	15	2	2	4	56	2	2	2	2	2	2	2	37	2	2	2	2	37	37	3	3	3	3	37	37	37	37	56	37	56	56	26	56	6	26	6	6	6	6	6	6	6	6
